Loyalty Number,Recency_Last_Flight,Recency_Last_Redeem,Total_Flights_2017,Total_Distance_2017,Points_Earned_2017,Points_Redeemed_2017,Dollar_Redeemed_2017,Active_Months_2017,Had_Outlier_Flight,Avg_Flights_Per_Month,Avg_Flights_Per_Active_Month,Redemption_Rate_2017,Never_Flew_2017,Has_Redeemed_2017,H1_Flights,H2_Flights,Flight_Trend_Abs,Flight_Trend_Pct,Seasonality_Index,CLV,Salary_Imputed,Education_Encoded,Loyalty_Card_Encoded,Tenure_Months,Salary_Was_Missing,Salary_Was_College_Missing,Churned,Zero_Activity_2018,Formal_Cancel,Churn_Probability,Churn_Risk_Tier,Segment_k3,Segment_ID,Segment_Name
608758,0.0,12.0,13.0,24928.0,24928.0,0.0,0.0,7,0,1.0833333333333333,1.8571428571428568,0.0,0,0,6.0,7.0,1.0,0.1428571428571428,1.5384615384615383,3890.96,63795.0,3,1,65,0,0,0,0,0,0.032733645,Low,0,0,Loyal Regulars
599341,0.0,1.0,37.0,68642.0,68642.0,983.0,177.0,12,0,3.083333333333333,3.083333333333333,0.0143206783019142,0,1,12.0,25.0,13.0,1.0,1.4054054054054057,3891.54,54890.0,3,1,37,0,0,0,0,0,0.058623873,Low,0,0,Loyal Regulars
333502,1.0,12.0,14.0,19704.0,19704.0,0.0,0.0,4,0,1.1666666666666667,3.5,0.0,0,0,3.0,11.0,8.0,2.0,2.571428571428572,3891.58,73455.0,2,1,57,1,1,0,0,0,0.051080566,Low,0,2,Occasional Travelers
403361,1.0,12.0,3.0,6183.0,6183.0,0.0,0.0,1,0,0.25,3.0,0.0,0,0,0.0,3.0,3.0,3.0,4.0,3895.03,70222.0,3,1,14,0,0,0,0,0,0.046071503,Low,2,4,Rising Seasonal Flyers
543918,0.0,2.0,30.0,41922.0,41922.0,1987.0,357.0,10,0,2.5,3.0,0.0473975478269166,0,1,11.0,19.0,8.0,0.6666666666666666,1.6,3896.57,40736.0,1,1,73,0,0,0,0,0,0.001917614,Low,0,0,Loyal Regulars
806030,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,3903.47,75861.0,3,1,7,0,0,0,0,0,0.22445796,Medium,1,1,Silent Enrollees
119200,0.0,12.0,10.0,14956.0,14956.0,0.0,0.0,4,0,0.8333333333333334,2.5,0.0,0,0,5.0,5.0,0.0,0.0,2.0,3903.8,69835.0,3,1,19,0,0,0,0,0,0.040263917,Low,0,2,Occasional Travelers
238119,0.0,12.0,25.0,38650.0,38650.0,0.0,0.0,8,0,2.083333333333333,3.125,0.0,0,0,12.0,13.0,1.0,0.0769230769230769,1.44,3906.67,75980.0,3,1,67,0,0,0,0,0,0.0122429645,Low,0,0,Loyal Regulars
730388,0.0,12.0,23.0,34172.0,34172.0,0.0,0.0,8,0,1.9166666666666667,2.875,0.0,0,0,10.0,13.0,3.0,0.2727272727272727,1.391304347826087,3907.03,73455.0,2,1,79,1,1,0,0,0,0.009408447,Low,0,0,Loyal Regulars
834891,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,3911.12,54460.0,3,1,1,0,0,1,1,1,0.77160907,Critical,1,1,Silent Enrollees
127400,0.0,11.0,13.0,15098.0,15098.0,528.0,95.0,5,0,1.0833333333333333,2.6,0.0349715194065439,0,1,3.0,10.0,7.0,1.75,1.8461538461538465,3914.72,73455.0,2,1,54,1,1,0,0,0,0.09139394,Low,0,2,Occasional Travelers
324557,1.0,5.0,16.0,25904.0,25904.0,645.0,116.0,8,0,1.3333333333333333,2.0,0.0248996294008647,0,1,4.0,12.0,8.0,1.6,2.0,3914.72,73455.0,2,1,70,1,1,0,0,0,0.013922089,Low,0,0,Loyal Regulars
742002,2.0,12.0,13.0,23503.0,23503.0,0.0,0.0,4,0,1.0833333333333333,3.25,0.0,0,0,9.0,4.0,-5.0,-0.5,2.1538461538461537,3915.8,73455.0,2,1,31,1,1,0,0,0,0.12736242,Low,0,2,Occasional Travelers
536567,0.0,12.0,23.0,28799.0,28799.0,0.0,0.0,7,0,1.9166666666666667,3.2857142857142856,0.0,0,0,4.0,19.0,15.0,3.0,2.0869565217391304,3919.37,80697.0,3,1,31,0,0,0,0,0,0.03466893,Low,0,2,Occasional Travelers
704835,0.0,2.0,18.0,26459.0,26459.0,963.0,173.0,7,0,1.5,2.571428571428572,0.0363959333308137,0,1,6.0,12.0,6.0,0.8571428571428571,1.7777777777777777,3919.37,80697.0,3,1,27,0,0,0,0,0,0.0717352,Low,0,2,Occasional Travelers
733338,11.0,12.0,3.0,4497.0,4497.0,0.0,0.0,1,0,0.25,3.0,0.0,0,0,3.0,0.0,-3.0,-0.75,4.0,3919.37,80697.0,3,1,8,0,0,1,1,1,0.998445,Critical,2,4,Rising Seasonal Flyers
758635,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,3919.37,80697.0,3,1,6,0,0,0,0,0,0.28081116,Medium,1,1,Silent Enrollees
823048,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,3919.37,80697.0,3,1,7,0,0,0,0,0,0.23893711,Medium,1,1,Silent Enrollees
612905,1.0,2.0,17.0,26824.0,26824.0,569.0,102.0,7,0,1.4166666666666667,2.4285714285714284,0.0212123471518043,0,1,6.0,11.0,5.0,0.7142857142857143,1.6470588235294117,3920.51,73455.0,2,1,46,1,1,0,0,0,0.26541704,Medium,0,2,Occasional Travelers
679908,1.0,9.0,24.0,39398.0,39398.0,535.0,96.0,9,0,2.0,2.6666666666666665,0.0135793695111426,0,1,17.0,7.0,-10.0,-0.5555555555555556,1.8333333333333333,3921.02,77601.0,3,1,40,0,0,0,0,0,0.028771114,Low,0,0,Loyal Regulars
704150,0.0,9.0,19.0,23665.0,23665.0,409.0,74.0,8,0,1.5833333333333333,2.375,0.0172829072469892,0,1,13.0,6.0,-7.0,-0.5,1.6842105263157894,3921.02,77601.0,3,1,50,0,0,0,0,0,0.057537206,Low,0,0,Loyal Regulars
869743,5.0,12.0,15.0,16548.0,16548.0,0.0,0.0,5,0,1.25,3.0,0.0,0,0,12.0,3.0,-9.0,-0.6923076923076923,2.1333333333333333,3924.42,73236.0,3,1,8,0,0,1,1,1,0.9964696,Critical,0,2,Occasional Travelers
596179,2.0,12.0,30.0,51941.0,51941.0,0.0,0.0,9,0,2.5,3.333333333333333,0.0,0,0,21.0,9.0,-12.0,-0.5454545454545454,1.6,3933.81,50879.0,3,1,57,0,0,0,0,0,0.089198224,Low,0,0,Loyal Regulars
370450,0.0,8.0,16.0,20586.0,20586.0,1382.0,249.0,6,0,1.3333333333333333,2.6666666666666665,0.0671330030117555,0,1,7.0,9.0,2.0,0.25,2.0,3934.1,62160.0,1,1,73,0,0,0,0,0,0.00452907,Low,0,2,Occasional Travelers
501030,0.0,12.0,17.0,19608.0,19608.0,0.0,0.0,7,0,1.4166666666666667,2.4285714285714284,0.0,0,0,4.0,13.0,9.0,1.8,2.3529411764705883,3934.71,93541.0,3,1,21,0,0,0,0,0,0.029380774,Low,0,2,Occasional Travelers
878633,0.0,12.0,27.0,34014.0,34014.0,0.0,0.0,7,0,2.25,3.857142857142857,0.0,0,0,17.0,10.0,-7.0,-0.3888888888888889,1.4814814814814814,3936.79,163974.0,5,1,60,0,0,0,0,0,0.039688542,Low,0,0,Loyal Regulars
285938,0.0,12.0,22.0,34494.0,34494.0,0.0,0.0,8,0,1.8333333333333333,2.75,0.0,0,0,11.0,11.0,0.0,0.0,1.6363636363636365,3939.01,75827.0,3,1,51,0,0,0,0,0,0.12460326,Low,0,0,Loyal Regulars
588237,1.0,8.0,23.0,22941.0,22941.0,939.0,169.0,8,0,1.9166666666666667,2.875,0.0409310840852621,0,1,14.0,9.0,-5.0,-0.3333333333333333,1.9130434782608696,3939.01,75827.0,3,1,61,0,0,0,0,0,0.014416253,Low,0,0,Loyal Regulars
645280,1.0,1.0,26.0,28662.0,28662.0,813.0,146.0,9,0,2.1666666666666665,2.888888888888889,0.0283650826878794,0,1,13.0,13.0,0.0,0.0,1.6923076923076923,3939.01,75827.0,3,1,72,0,0,0,0,0,0.014402919,Low,0,0,Loyal Regulars
864324,0.0,7.0,18.0,24458.0,24458.0,588.0,106.0,7,0,1.5,2.571428571428572,0.0240412135088723,0,1,5.0,13.0,8.0,1.3333333333333333,1.7777777777777777,3939.01,75827.0,3,1,6,0,0,0,0,0,0.2587183,Medium,0,2,Occasional Travelers
124678,1.0,10.0,26.0,42652.0,42652.0,304.0,55.0,9,0,2.1666666666666665,2.888888888888889,0.0071274500609584,0,1,14.0,12.0,-2.0,-0.1333333333333333,1.3846153846153846,3954.34,152955.0,5,1,66,0,0,0,0,0,0.012427103,Low,0,0,Loyal Regulars
186015,0.0,12.0,16.0,26002.0,26002.0,0.0,0.0,5,0,1.3333333333333333,3.2,0.0,0,0,10.0,6.0,-4.0,-0.3636363636363636,1.5,3954.34,152955.0,5,1,39,0,0,0,0,0,0.08630695,Low,0,2,Occasional Travelers
461108,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,3954.34,152955.0,5,1,2,0,0,0,0,0,0.28263852,Medium,1,1,Silent Enrollees
589580,0.0,0.0,27.0,49010.0,49010.0,718.0,129.0,8,0,2.25,3.375,0.0146500714139971,0,1,16.0,11.0,-5.0,-0.2941176470588235,1.3333333333333333,3954.34,152955.0,5,1,40,0,0,0,0,0,0.078962885,Low,0,0,Loyal Regulars
623688,0.0,4.0,28.0,48235.0,48235.0,690.0,124.0,9,0,2.333333333333333,3.111111111111111,0.0143049652741785,0,1,15.0,13.0,-2.0,-0.125,1.1428571428571428,3954.34,152955.0,5,1,31,0,0,0,0,0,0.064699754,Low,0,0,Loyal Regulars
256147,0.0,2.0,26.0,42247.0,42247.0,339.0,61.0,9,0,2.1666666666666665,2.888888888888889,0.0080242384074608,0,1,13.0,13.0,0.0,0.0,1.3846153846153846,3958.0,73455.0,2,1,75,1,1,0,0,0,0.005765511,Low,0,0,Loyal Regulars
329382,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,3961.59,73455.0,2,1,76,1,1,1,1,0,0.9879822,Critical,1,1,Silent Enrollees
140392,2.0,3.0,15.0,15254.0,15254.0,567.0,102.0,7,0,1.25,2.142857142857143,0.0371705782089943,0,1,4.0,11.0,7.0,1.4,1.8666666666666667,3963.39,96814.0,3,1,65,0,0,0,0,0,0.05743641,Low,0,2,Occasional Travelers
230908,0.0,5.0,29.0,43406.0,43406.0,822.0,148.0,9,0,2.4166666666666665,3.2222222222222223,0.0189374740819241,0,1,16.0,13.0,-3.0,-0.1764705882352941,1.6551724137931034,3964.15,217538.0,5,1,79,0,0,0,0,0,0.0050785863,Low,0,0,Loyal Regulars
972581,1.0,4.0,16.0,20391.0,20391.0,639.0,115.0,8,0,1.3333333333333333,2.0,0.0313373547153155,0,1,9.0,7.0,-2.0,-0.2,1.5,3964.53,48744.0,1,1,34,0,0,0,0,0,0.040546823,Low,0,2,Occasional Travelers
357549,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,3964.73,76410.0,3,1,3,0,0,1,1,0,0.39423612,Medium,1,1,Silent Enrollees
910875,5.0,12.0,8.0,18109.0,18109.0,0.0,0.0,4,0,0.6666666666666666,2.0,0.0,0,0,7.0,1.0,-6.0,-0.75,3.5,3966.13,84914.0,3,1,73,0,0,0,0,0,0.32419133,Medium,0,2,Occasional Travelers
501704,0.0,0.0,18.0,16769.0,16769.0,2034.0,366.0,5,0,1.5,3.6,0.1212952471823006,0,1,7.0,11.0,4.0,0.5,2.0,3974.86,73455.0,2,1,67,1,1,0,0,0,0.010216656,Low,0,2,Occasional Travelers
529098,0.0,0.0,5.0,6230.0,6230.0,467.0,84.0,1,0,0.4166666666666667,5.0,0.074959871589085,0,1,0.0,5.0,5.0,5.0,4.0,3974.86,73455.0,2,1,14,1,1,0,0,0,0.05689071,Low,2,4,Rising Seasonal Flyers
265297,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,3978.67,60519.0,3,1,5,0,0,0,0,0,0.29094377,Medium,1,1,Silent Enrollees
567875,0.0,12.0,4.0,9037.0,9037.0,0.0,0.0,3,0,0.3333333333333333,1.3333333333333333,0.0,0,0,1.0,3.0,2.0,1.0,2.0,3979.72,102457.0,3,1,19,0,0,0,0,0,0.036104083,Low,0,2,Occasional Travelers
688524,0.0,4.0,11.0,15613.0,15613.0,1993.0,359.0,5,0,0.9166666666666666,2.2,0.1276500352270543,0,1,5.0,6.0,1.0,0.1666666666666666,2.1818181818181817,3980.42,103862.0,3,1,69,0,0,0,0,0,0.010079438,Low,0,3,Reward Maximizers
269070,0.0,0.0,28.0,35858.0,35858.0,673.0,121.0,11,0,2.333333333333333,2.5454545454545454,0.0187684756539684,0,1,14.0,14.0,0.0,0.0,1.4285714285714286,3985.32,93153.0,4,1,71,0,0,0,0,0,0.004797935,Low,0,0,Loyal Regulars
387705,1.0,8.0,20.0,30308.0,30308.0,472.0,85.0,6,0,1.6666666666666667,3.333333333333333,0.0155734459548634,0,1,5.0,15.0,10.0,1.6666666666666667,1.6,3985.32,93153.0,4,1,68,0,0,0,0,0,0.013643366,Low,0,0,Loyal Regulars
923293,0.0,11.0,32.0,36863.0,36863.0,412.0,74.0,10,0,2.6666666666666665,3.2,0.0111765184602446,0,1,13.0,19.0,6.0,0.4285714285714285,1.875,3985.55,86793.0,3,1,30,0,0,0,0,0,0.04467004,Low,0,0,Loyal Regulars
789157,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,3995.36,73455.0,2,1,3,1,1,0,0,0,0.28871247,Medium,1,1,Silent Enrollees
654748,0.0,12.0,12.0,16433.0,16433.0,0.0,0.0,5,0,1.0,2.4,0.0,0,0,1.0,11.0,10.0,5.0,2.333333333333333,3996.77,65721.0,3,1,8,0,0,1,1,1,0.9833346,Critical,2,4,Rising Seasonal Flyers
984713,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,3997.48,73455.0,2,1,4,1,1,0,0,0,0.14135677,Low,1,1,Silent Enrollees
114835,0.0,12.0,8.0,11280.0,11280.0,0.0,0.0,4,0,0.6666666666666666,2.0,0.0,0,0,0.0,8.0,8.0,8.0,3.5,4001.52,101354.0,4,1,17,0,0,0,0,0,0.01724168,Low,2,4,Rising Seasonal Flyers
328936,0.0,4.0,27.0,30411.0,30411.0,906.0,163.0,9,0,2.25,3.0,0.0297918516326329,0,1,7.0,20.0,13.0,1.625,1.7777777777777777,4005.72,53118.0,3,1,45,0,0,0,0,0,0.019739648,Low,0,0,Loyal Regulars
845864,2.0,5.0,26.0,32118.0,32118.0,1376.0,248.0,8,0,2.1666666666666665,3.25,0.0428420200510617,0,1,19.0,7.0,-12.0,-0.6,2.1538461538461537,4013.85,115440.0,5,1,68,0,0,0,0,0,0.0017052662,Low,0,0,Loyal Regulars
645265,0.0,12.0,17.0,27182.0,27182.0,0.0,0.0,8,0,1.4166666666666667,2.125,0.0,0,0,11.0,6.0,-5.0,-0.4166666666666667,1.411764705882353,4013.95,73313.0,3,1,69,0,0,0,0,0,0.008815162,Low,0,0,Loyal Regulars
223587,0.0,1.0,10.0,18618.0,18618.0,554.0,100.0,4,0,0.8333333333333334,2.5,0.0297561499624019,0,1,0.0,10.0,10.0,10.0,3.2,4013.96,100167.0,3,1,16,0,0,0,0,0,0.07585539,Low,2,4,Rising Seasonal Flyers
158560,0.0,5.0,15.0,22952.0,22952.0,1250.0,225.0,6,0,1.25,2.5,0.0544614848379226,0,1,7.0,8.0,1.0,0.125,1.3333333333333333,4014.45,59262.0,3,1,36,0,0,0,0,0,0.109265044,Low,0,2,Occasional Travelers
417584,2.0,5.0,19.0,31357.0,31357.0,607.0,109.0,6,0,1.5833333333333333,3.1666666666666665,0.0193577191695634,0,1,10.0,9.0,-1.0,-0.0909090909090909,1.4736842105263157,4014.45,59262.0,3,1,55,0,0,0,0,0,0.063039735,Low,0,0,Loyal Regulars
425854,0.0,4.0,22.0,34662.0,34662.0,630.0,113.0,7,0,1.8333333333333333,3.142857142857143,0.0181755236281807,0,1,10.0,12.0,2.0,0.1818181818181818,1.6363636363636365,4016.13,39079.0,1,1,25,0,0,0,0,0,0.042920604,Low,0,0,Loyal Regulars
695855,1.0,9.0,15.0,24299.0,24299.0,436.0,78.0,9,0,1.25,1.6666666666666667,0.017943125231491,0,1,9.0,6.0,-3.0,-0.3,1.8666666666666667,4019.38,73455.0,2,1,68,1,1,0,0,0,0.019972436,Low,0,0,Loyal Regulars
699511,1.0,12.0,20.0,30672.0,30672.0,0.0,0.0,7,0,1.6666666666666667,2.857142857142857,0.0,0,0,9.0,11.0,2.0,0.2,1.8,4019.38,73455.0,2,1,53,1,1,0,0,0,0.112243935,Low,0,0,Loyal Regulars
377322,0.0,5.0,27.0,55363.0,55363.0,1059.0,191.0,8,0,2.25,3.375,0.019128298683236,0,1,15.0,12.0,-3.0,-0.1875,1.9259259259259256,4023.81,62518.0,3,1,31,0,0,0,0,0,0.074833155,Low,0,0,Loyal Regulars
511053,0.0,2.0,15.0,25061.0,25061.0,802.0,145.0,6,0,1.25,2.5,0.032001915326603,0,1,9.0,6.0,-3.0,-0.3,1.3333333333333333,4023.81,62518.0,3,1,45,0,0,0,0,0,0.08763467,Low,0,2,Occasional Travelers
890753,0.0,0.0,5.0,10400.0,10400.0,723.0,130.0,1,0,0.4166666666666667,5.0,0.0695192307692307,0,1,0.0,5.0,5.0,5.0,4.0,4025.1,73455.0,2,1,15,1,1,0,0,0,0.07780496,Low,2,4,Rising Seasonal Flyers
796670,0.0,10.0,30.0,47222.0,47222.0,420.0,76.0,9,0,2.5,3.333333333333333,0.008894159501927,0,1,14.0,16.0,2.0,0.1333333333333333,1.3333333333333333,4035.68,47536.0,3,1,58,0,0,0,0,0,0.09970641,Low,0,0,Loyal Regulars
556136,0.0,7.0,18.0,17599.0,17599.0,521.0,94.0,8,0,1.5,2.25,0.0296039547701573,0,1,7.0,11.0,4.0,0.5,2.2222222222222223,4035.77,73455.0,2,1,23,1,1,0,0,0,0.047435977,Low,0,2,Occasional Travelers
513081,0.0,1.0,12.0,22756.0,22756.0,995.0,180.0,7,0,1.0,1.7142857142857142,0.0437247319388293,0,1,5.0,7.0,2.0,0.3333333333333333,1.6666666666666667,4037.5,98320.0,3,1,37,0,0,0,0,0,0.09997174,Low,0,2,Occasional Travelers
930718,0.0,1.0,26.0,29787.0,29787.0,1088.0,196.0,9,0,2.1666666666666665,2.888888888888889,0.0365260012757243,0,1,11.0,15.0,4.0,0.3333333333333333,1.5384615384615383,4037.55,63577.0,1,1,41,0,0,0,0,0,0.10210689,Low,0,0,Loyal Regulars
235872,0.0,0.0,26.0,41976.0,41976.0,1221.0,220.0,7,0,2.1666666666666665,3.7142857142857135,0.0290880503144654,0,1,14.0,12.0,-2.0,-0.1333333333333333,1.2307692307692308,4046.94,89057.0,5,1,69,0,0,0,0,0,0.0034016084,Low,0,0,Loyal Regulars
